file,name,code_range,frequency,weighted
Long Distance,AIRSIZE,03=Medium,65,872311.41404758
Long Distance,AIRSIZE,04=Large,247,4380793.2935684
Long Distance,BEGTRIP,-1=Appropriate skip,3065,64648973.8598911
Long Distance,BEGTRIP,-9=Not ascertained,6941,122550487.851283
Long Distance,BEGTRIP,Responses=202112-202301,6991,118361463.288887
Long Distance,CDIVMSAR,11=New England MSA/CMSA of 1 million+ with heavy rail,335,4810761.96513364
Long Distance,CDIVMSAR,12=New England MSA/CMSA of 1 million+ w/o heavy rail,109,2118086.1825408
Long Distance,CDIVMSAR,13=New England MSA of less than 1 million,432,6539310.76893297
Long Distance,CDIVMSAR,14=New England Not in an MSA,41,404307.07838704
Long Distance,CDIVMSAR,21=Mid-Atlantic MSA/CMSA of 1 million+ with heavy rail,993,20543695.5033129
Long Distance,CDIVMSAR,22=Mid-Atlantic MSA/CMSA of 1 million+ w/o heavy rail,266,4509274.82630501
Long Distance,CDIVMSAR,23=Mid-Atlantic MSA of less than 1 million,651,12738014.0130982
Long Distance,CDIVMSAR,24=Mid-Atlantic Not in an MSA,45,831916.5773204
Long Distance,CDIVMSAR,31=East North Central MSA/CMSA of 1 million+ with heavy rail,555,8887014.86601863
Long Distance,CDIVMSAR,32=East North Central MSA/CMSA of 1 million+ w/o heavy rail,778,11221595.875607
Long Distance,CDIVMSAR,33=East North Central MSA of less than 1 million,1197,19752882.0030264
Long Distance,CDIVMSAR,34=East North Central Not in an MSA,216,3589270.7781357
Long Distance,CDIVMSAR,42=West North Central MSA/CMSA of 1 million+ w/o heavy rail,478,8475007.19811671
Long Distance,CDIVMSAR,43=West North Central MSA of less than 1 million,610,9515771.5656053
Long Distance,CDIVMSAR,44=West North Central Not in an MSA,183,1840125.26877332
Long Distance,CDIVMSAR,51=South Atlantic MSA/CMSA of 1 million+ with heavy rail,980,19129787.0471709
Long Distance,CDIVMSAR,52=South Atlantic MSA/CMSA of 1 million+ w/o heavy rail,822,13854561.9550436
Long Distance,CDIVMSAR,53=South Atlantic MSA of less than 1 million,1471,25791452.6733064
Long Distance,CDIVMSAR,54=South Atlantic Not in an MSA,135,2703056.44058152
Long Distance,CDIVMSAR,62=East South Central MSA/CMSA of 1 million+ w/o heavy rail,307,5682663.5100103
Long Distance,CDIVMSAR,63=East South Central MSA of less than 1 million,584,10787206.6424844
Long Distance,CDIVMSAR,64=East South Central Not in an MSA,89,1405443.9599956
Long Distance,CDIVMSAR,72=West South Central MSA/CMSA of 1 million+ w/o heavy rail,1143,21999890.550964
Long Distance,CDIVMSAR,73=West South Central MSA of less than 1 million,674,13286951.4715452
Long Distance,CDIVMSAR,74=West South Central Not in an MSA,117,2419376.12249561
Long Distance,CDIVMSAR,82=Mountain MSA/CMSA of 1 million+ w/o heavy rail,629,11565777.0710693
Long Distance,CDIVMSAR,83=Mountain MSA of less than 1 million,674,10935846.4344363
Long Distance,CDIVMSAR,84=Mountain Not in an MSA,65,904343.3495072
Long Distance,CDIVMSAR,91=Pacific MSA/CMSA of 1 million+ with heavy rail,845,19511817.8961217
Long Distance,CDIVMSAR,92=Pacific MSA/CMSA of 1 million+ w/o heavy rail,816,14739673.2548755
Long Distance,CDIVMSAR,93=Pacific MSA of less than 1 million,726,14589397.6144181
Long Distance,CDIVMSAR,94=Pacific Not in an MSA,31,476644.53572156
Long Distance,CENSUS_D,01=New England,917,13872465.9949945
Long Distance,CENSUS_D,02=Middle Atlantic,1955,38622900.9200365
Long Distance,CENSUS_D,03=East North Central,2746,43450763.5227877
Long Distance,CENSUS_D,04=West North Central,1271,19830904.0324953
Long Distance,CENSUS_D,05=South Atlantic,3408,61478858.1161024
Long Distance,CENSUS_D,06=East South Central,980,17875314.1124903
Long Distance,CENSUS_D,07=West South Central,1934,37706218.1450047
Long Distance,CENSUS_D,08=Mountain,1368,23405966.8550128
Long Distance,CENSUS_D,09=Pacific,2418,49317533.3011369
Long Distance,CENSUS_R,01=Northeast,2872,52495366.9150309
Long Distance,CENSUS_R,02=Midwest,4017,63281667.555283
Long Distance,CENSUS_R,03=South,6322,117060390.373598
Long Distance,CENSUS_R,04=West,3786,72723500.1561497
Long Distance,DRIVER,-1=Valid skip,1964,41806100.5941762
Long Distance,DRIVER,01=Yes,13434,231803889.469379
Long Distance,DRIVER,02=No,1599,31950934.9365055
Long Distance,DRVRCNT,0,432,9995515.86187337
Long Distance,DRVRCNT,1,3611,61185614.2771288
Long Distance,DRVRCNT,2,9789,158842173.698297
Long Distance,DRVRCNT,3,2152,50323038.918966
Long Distance,DRVRCNT,4,809,20359988.3816559
Long Distance,DRVRCNT,5,157,3835124.5821406
Long Distance,DRVRCNT,6,31,892290.1043879
Long Distance,DRVRCNT,7,16,127179.1756123
Long Distance,EDUC,-1=Valid skip,1765,38037040.4234895
Long Distance,EDUC,01=Less than high school,544,14041499.231971
Long Distance,EDUC,"02=Some high school, no diploma/GED",932,25528117.9698506
Long Distance,EDUC,"03=High school graduate, have diploma/GED",2401,71126449.2559952
Long Distance,EDUC,"04=Some college, no degree/ some trade school",2603,44747687.820757
Long Distance,EDUC,05=Associates degree (2-year)/ trade school certificate,1704,28670187.5557203
Long Distance,EDUC,06=Bachelor's degree,4021,46133784.5064672
Long Distance,EDUC,07=Master's degree,2180,26430208.1422894
Long Distance,EDUC,08=Professional/Doctorate degree,847,10845950.0935208
Long Distance,ENDTRIP,-1=Appropriate skip,3065,64648973.8598911
Long Distance,ENDTRIP,-9=Not ascertained,6938,121826946.01912
Long Distance,ENDTRIP,Responses=202112-202301,6994,119085005.121051
Long Distance,EXITCDIV,-1=Valid Skip,16458,295698433.810949
Long Distance,EXITCDIV,-9=Not Ascertained,42,870493.38379723
Long Distance,EXITCDIV,01=New England,26,233888.861238
Long Distance,EXITCDIV,02=Middle Atlantic,89,1752653.33725544
Long Distance,EXITCDIV,03=East North Central,57,854278.3645099
Long Distance,EXITCDIV,04=West North Central,28,462738.0485344
Long Distance,EXITCDIV,05=South Atlantic,98,2359379.2924653
Long Distance,EXITCDIV,06=East South Central,11,107364.2592717
Long Distance,EXITCDIV,07=West South Central,49,721547.7252824
Long Distance,EXITCDIV,08=Mountain,38,624824.1096688
Long Distance,EXITCDIV,09=Pacific,101,1875323.80708958
Long Distance,FARCDIV,-1=Valid Skip,3604,74511465.0490039
Long Distance,FARCDIV,-9=Not Ascertained,383,7753243.95608393
Long Distance,FARCDIV,01=New England,696,10095838.8008683
Long Distance,FARCDIV,02=Middle Atlantic,1312,23239429.3253998
Long Distance,FARCDIV,03=East North Central,1768,28281285.6514248
Long Distance,FARCDIV,04=West North Central,996,14936914.4321291
Long Distance,FARCDIV,05=South Atlantic,3001,51435334.1595569
Long Distance,FARCDIV,06=East South Central,794,13906984.9427086
Long Distance,FARCDIV,07=West South Central,1253,22451188.2270236
Long Distance,FARCDIV,08=Mountain,1284,21442569.7982591
Long Distance,FARCDIV,09=Pacific,1906,37506670.6576031
Long Distance,FARCREG,-1=Valid Skip,3604,74511465.0490039
Long Distance,FARCREG,-9=Not Ascertained,383,7753243.95608393
Long Distance,FARCREG,01=Northeast,2008,33335268.1262682
Long Distance,FARCREG,02=Midwest,2764,43218200.0835539
Long Distance,FARCREG,03=South,5048,87793507.3292891
Long Distance,FARCREG,04=West,3190,58949240.4558623
Long Distance,FARREAS,-1=Valid skip,3065,64648973.8598911
Long Distance,FARREAS,-9=Not ascertained,265,4697609.805765
Long Distance,FARREAS,01=Business trip,955,18419809.9461882
Long Distance,FARREAS,02=Personal vacation,4789,86655753.3443963
Long Distance,FARREAS,03=Visit family or friends,5308,89861438.3936359
Long Distance,FARREAS,"04=Other, specify",2615,41277339.6501848
Long Distance,GCDTOT,-9=Not ascertained,372,7246193.84196493
Long Distance,GCDTOT,-1=Appropriate skip,3604,74511465.0490039
Long Distance,GCDTOT,Responses=0.0000224433-5005.858425,13021,223803266.109092
Long Distance,GCD_FLAG,-1=Valid Skip,3604,74511465.0490039
Long Distance,GCD_FLAG,-9=Not Ascertained,372,7246193.84196493
Long Distance,GCD_FLAG,01=GCD 50 miles or more,10508,177118172.151302
Long Distance,GCD_FLAG,02=GCD less than 50 miles,2513,46685093.9577905
Long Distance,HBHTNRNT,01=0-4%,1151,17186136.3021508
Long Distance,HBHTNRNT,05=5-14%,4596,73181734.0975476
Long Distance,HBHTNRNT,20=15-24%,3572,59667009.9726811
Long Distance,HBHTNRNT,30=25-34%,2480,44631727.6346163
Long Distance,HBHTNRNT,40=35-44%,1799,37345899.2446512
Long Distance,HBHTNRNT,50=45-54%,1250,25087098.7145832
Long Distance,HBHTNRNT,60=55-64%,927,22377768.2455412
Long Distance,HBHTNRNT,70=65-74%,611,13304191.0322468
Long Distance,HBHTNRNT,80=75-84%,411,8264928.74536472
Long Distance,HBHTNRNT,90=85-94%,177,4047676.0969758
Long Distance,HBHTNRNT,95=95-100%,23,466754.9137022
Long Distance,HBHUR,01=Rural,3484,56827875.1111057
Long Distance,HBHUR,02=Small Town,3926,66575651.464443
Long Distance,HBHUR,03=Second City,3205,61190374.8468788
Long Distance,HBHUR,04=Suburban,4025,71801912.0727238
Long Distance,HBHUR,05=Urban,2357,49165111.5049098
Long Distance,HBPPOPDN,-9=Not ascertained,93,1869465.1824957
Long Distance,HBPPOPDN,01=0-99,1998,31310617.4741456
Long Distance,HBPPOPDN,02=100-499,2443,41185504.5488521
Long Distance,HBPPOPDN,03=500-999,1323,23941535.7748059
Long Distance,HBPPOPDN,"04=1,000-1,999",2194,37570100.9139529
Long Distance,HBPPOPDN,"05=2,000-3,999",3472,61508050.187224
Long Distance,HBPPOPDN,"06=4,000-9,999",3956,74208907.3701916
Long Distance,HBPPOPDN,"07=10,000-24,999",1043,23423947.0011273
Long Distance,HBPPOPDN,"08=25,000-999,999",475,10542796.5472658
Long Distance,HBRESDN,-9=Not ascertained,142,2110150.19464196
Long Distance,HBRESDN,01=0-99,3359,53480520.568242
Long Distance,HBRESDN,02=100-499,3167,54120411.018639
Long Distance,HBRESDN,03=500-999,2002,35193087.8479529
Long Distance,HBRESDN,"04=1,000-1,999",3611,68085667.4751366
Long Distance,HBRESDN,"05=2,000-3,999",3042,57798219.3297277
Long Distance,HBRESDN,"06=4,000-9,999",1076,22782814.2301682
Long Distance,HBRESDN,"07=10,000-24,999",361,6680486.27620593
Long Distance,HBRESDN,"08=25,000-999,999",237,5309568.05934669
Long Distance,HHFAMINC,-7=I prefer not to answer,205,3321285.83563
Long Distance,HHFAMINC,-8=I don't know,5,108411.1243596
Long Distance,HHFAMINC,"01=Less than $10,000",547,12777003.1847057
Long Distance,HHFAMINC,"02=$10,000 to $14,999",405,7652726.37213021
Long Distance,HHFAMINC,"03=$15,000 to $24,999",811,16967877.697938
Long Distance,HHFAMINC,"04=$25,000 to $34,999",1064,21208086.7889717
Long Distance,HHFAMINC,"05=$35,000 to $49,999",1583,27892188.7878585
Long Distance,HHFAMINC,"06=$50,000 to $74,999",2824,48440546.5542767
Long Distance,HHFAMINC,"07=$75,000 to $99,999",2436,41285423.1635267
Long Distance,HHFAMINC,"08=$100,000 to $124,999",2056,32133171.5046175
Long Distance,HHFAMINC,"09=$125,000 to $149,999",1503,24875938.4558835
Long Distance,HHFAMINC,"10=$150,000 to $199,999",1507,32009298.277377
Long Distance,HHFAMINC,"11=$200,000 or more",2051,36888967.2527859
Long Distance,HHFAMINC_IMP,"01=Less than $10,000",549,12824414.1095987
Long Distance,HHFAMINC_IMP,"02=$10,000 to $14,999",409,7694097.20557741
Long Distance,HHFAMINC_IMP,"03=$15,000 to $24,999",817,17071869.1939442
Long Distance,HHFAMINC_IMP,"04=$25,000 to $34,999",1081,21388206.501683
Long Distance,HHFAMINC_IMP,"05=$35,000 to $49,999",1598,28219078.4699787
Long Distance,HHFAMINC_IMP,"06=$50,000 to $74,999",2867,49404936.6981506
Long Distance,HHFAMINC_IMP,"07=$75,000 to $99,999",2464,41688877.3533222
Long Distance,HHFAMINC_IMP,"08=$100,000 to $124,999",2099,32832803.763885
Long Distance,HHFAMINC_IMP,"09=$125,000 to $149,999",1516,24980200.4449036
Long Distance,HHFAMINC_IMP,"10=$150,000 to $199,999",1525,32336208.8611408
Long Distance,HHFAMINC_IMP,"11=$200,000 or more",2072,37120232.3978768
Long Distance,HHSIZE,1,2271,36098091.0261278
Long Distance,HHSIZE,2,6657,87921569.3028693
Long Distance,HHSIZE,3,2719,57418391.5682434
Long Distance,HHSIZE,4,2781,60418305.290025
Long Distance,HHSIZE,5,1517,38752988.1552654
Long Distance,HHSIZE,6,636,13676387.1419096
Long Distance,HHSIZE,7,222,6053193.9139305
Long Distance,HHSIZE,8,131,4170204.1536143
Long Distance,HHSIZE,9,44,864569.510345
Long Distance,HHSIZE,10,19,187224.9377311
Long Distance,HHVEHCNT,0,743,16634884.4775055
Long Distance,HHVEHCNT,1,4092,70456908.5353858
Long Distance,HHVEHCNT,2,7583,127012310.669043
Long Distance,HHVEHCNT,3,2885,55305070.6707285
Long Distance,HHVEHCNT,4,1093,24703795.6872792
Long Distance,HHVEHCNT,5,391,7054316.7330841
Long Distance,HHVEHCNT,6,139,2835859.88434145
Long Distance,HHVEHCNT,7,37,832013.4690185
Long Distance,HHVEHCNT,8,21,317996.8769388
Long Distance,HHVEHCNT,9,2,17696.7525218
Long Distance,HHVEHCNT,11,7,343100.9305218
Long Distance,HHVEHCNT,14,3,26988.694693
Long Distance,HHVEHCNT,17,1,19981.619
Long Distance,HH_HISP,01=Hispanic or Latino,1525,52613378.2735377
Long Distance,HH_HISP,02=Not Hispanic or Latino,15472,252947546.726523
Long Distance,HH_RACE,01=White,14261,221708653.170358
Long Distance,HH_RACE,02=Black or African American,1201,36899218.8510912
Long Distance,HH_RACE,03=Asian,899,20917284.7218396
Long Distance,HH_RACE,04=American Indian/Alaska Native,100,3278147.339553
Long Distance,HH_RACE,05=Native Hawaiian/Pacific Islander,56,1340654.11596767
Long Distance,HH_RACE,06=Multiple races selected,57,7845160.4900318
Long Distance,HH_RACE,97=Other race,423,13571806.3112197
Long Distance,HOMEOWN,01=Owned by hh member with mortgage or loan,8873,157818131.337713
Long Distance,HOMEOWN,02=Owned by hh member free and clear (no mortgage),4227,59854220.7150598
Long Distance,HOMEOWN,03=Rented by hh member,3666,83204677.9422401
Long Distance,HOMEOWN,04=Occupied without payment,231,4683895.00504819
Long Distance,HOUSEID,Responses=9000013002-9000218040,16997,305560925.000061
Long Distance,HTEEMPDN,-9=Not ascertained,124,1758464.6185348
Long Distance,HTEEMPDN,01=0-49,2430,40800143.6499469
Long Distance,HTEEMPDN,02=50-99,997,16936694.6453998
Long Distance,HTEEMPDN,03=100-249,1554,24587235.0015758
Long Distance,HTEEMPDN,04=250-499,1663,29757844.2876795
Long Distance,HTEEMPDN,05=500-999,1983,33471165.2345246
Long Distance,HTEEMPDN,"06=1,000-1,999",3406,63171901.1117157
Long Distance,HTEEMPDN,"07=2,000-3,999",3101,59613705.9811977
Long Distance,HTEEMPDN,"08=4,000-999,999",1739,35463770.4694866
Long Distance,HTHTNRNT,01=0-4%,588,10318758.6306894
Long Distance,HTHTNRNT,05=5-14%,4099,63886710.6566506
Long Distance,HTHTNRNT,20=15-24%,4149,70630396.4995192
Long Distance,HTHTNRNT,30=25-34%,2858,50624637.2705808
Long Distance,HTHTNRNT,40=35-44%,2030,37973767.4883406
Long Distance,HTHTNRNT,50=45-54%,1446,31253896.0006773
Long Distance,HTHTNRNT,60=55-64%,882,19919944.9020339
Long Distance,HTHTNRNT,70=65-74%,520,11566733.6952709
Long Distance,HTHTNRNT,80=75-84%,316,6607986.03280062
Long Distance,HTHTNRNT,90=85-94%,99,2520827.2534112
Long Distance,HTHTNRNT,95=95-100%,10,257266.5700866
Long Distance,HTPPOPDN,-9=Not ascertained,63,1046653.52061676
Long Distance,HTPPOPDN,01=0-99,2282,37939835.1716806
Long Distance,HTPPOPDN,02=100-499,2623,43030198.482303
Long Distance,HTPPOPDN,03=500-999,1439,25260026.1272856
Long Distance,HTPPOPDN,"04=1,000-1,999",2289,39062193.3894332
Long Distance,HTPPOPDN,"05=2,000-3,999",3511,62831146.8119281
Long Distance,HTPPOPDN,"06=4,000-9,999",3540,69505656.0484841
Long Distance,HTPPOPDN,"07=10,000-24,999",828,17316527.6813936
Long Distance,HTPPOPDN,"08=25,000-999,999",422,9568687.76693612
Long Distance,HTRESDN,-9=Not ascertained,129,3034682.7103797
Long Distance,HTRESDN,01=0-99,3639,59544561.3294512
Long Distance,HTRESDN,02=100-499,3447,60169788.5388121
Long Distance,HTRESDN,03=500-999,2136,34551670.8556287
Long Distance,HTRESDN,"04=1,000-1,999",3600,66477023.8427712
Long Distance,HTRESDN,"05=2,000-3,999",2674,54338713.3928112
Long Distance,HTRESDN,"06=4,000-9,999",855,16631325.8347566
Long Distance,HTRESDN,"07=10,000-24,999",330,6238772.30569895
Long Distance,HTRESDN,"08=25,000-999,999",187,4574386.18975136
Long Distance,INT_FLAG,-1=valid skip,3065,64648973.8598911
Long Distance,INT_FLAG,-9=not ascertained,255,4461282.7691156
Long Distance,INT_FLAG,01=Inside the US,13138,226588177.181941
Long Distance,INT_FLAG,02=Outside the US,539,9862491.18911276
Long Distance,LDT_FLAG,-9=Not Ascertained,199,3563433.2608108
Long Distance,LDT_FLAG,01=Long distance info derived from travel day,370,7230403.4289189
Long Distance,LDT_FLAG,02=Long distance info asked of respondents,13363,230118114.45044
Long Distance,LDT_FLAG,03=More than 5 years since last long distance trip,1745,37056989.7373006
Long Distance,LDT_FLAG,04=Never taken a trip longer than 50 miles,1320,27591984.1225906
Long Distance,LD_AMT,Responses=0-35,16997,305560925.000061
Long Distance,LD_ICB,Responses=0-100,16997,305560925.000061
Long Distance,LD_NUMONTRP,-9=Not ascertained,239,4226310.475514
Long Distance,LD_NUMONTRP,-1=Appropriate skip,3065,64648973.8598911
Long Distance,LD_NUMONTRP,Responses=1-99,13693,236685640.664655
Long Distance,LIF_CYC,"01=one adult, no children",1281,23077500.5717126
Long Distance,LIF_CYC,"02=2+ adults, no children",3258,54787802.935083
Long Distance,LIF_CYC,"03=one adult, youngest child 0-5",137,4250317.13983555
Long Distance,LIF_CYC,"04=2+ adults, youngest child 0-5",2010,47014063.1303666
Long Distance,LIF_CYC,"05=one adult, youngest child 6-15",502,10271698.4263693
Long Distance,LIF_CYC,"06=2+ adults, youngest child 6-15",3167,70473398.7965337
Long Distance,LIF_CYC,"07=one adult, youngest child 16-21",199,3722612.39067149
Long Distance,LIF_CYC,"08=2+ adults, youngest child 16-21",906,21701999.4321244
Long Distance,LIF_CYC,"09=one adult, retired, no children",990,13020590.4544152
Long Distance,LIF_CYC,"10=2+ adults, retired, no children",4547,57240941.7229493
Long Distance,LONGDIST,Responses=0-207,16997,305560925.000061
Long Distance,MAINMODE,-1=Valid skip,3065,64648973.8598911
Long Distance,MAINMODE,-9=Not ascertained,259,4447263.9105944
Long Distance,MAINMODE,01=Car,5995,108871742.337035
Long Distance,MAINMODE,02=Van,849,14292126.5859438
Long Distance,MAINMODE,03=SUV/Crossover,3363,55392672.4567971
Long Distance,MAINMODE,04=Pickup truck,1316,21438849.8291568
Long Distance,MAINMODE,06=Recreational Vehicle,72,999231.1751416
Long Distance,MAINMODE,07=Motorcycle,26,403905.6231713
Long Distance,MAINMODE,08=Public or commuter bus,38,1354133.1397172
Long Distance,MAINMODE,09=School bus,28,353515.6240754
Long Distance,MAINMODE,11=Subway or elevated rail,12,153824.454541
Long Distance,MAINMODE,12=Commuter rail,44,693404.7684027
Long Distance,MAINMODE,13=Amtrak,56,627606.2736677
Long Distance,MAINMODE,14=Airplane,1713,28577181.2608506
Long Distance,MAINMODE,15=Taxicab or limo service,5,55242.2345102
Long Distance,MAINMODE,16=Other ride-sharing service,20,535931.1042921
Long Distance,MAINMODE,17=Paratransit/ Dial a ride,4,54917.6987045
Long Distance,MAINMODE,"18=Bicycle (including bikeshare, ebike, etc.)",3,48717.0700094
Long Distance,MAINMODE,20=Walked,10,326219.3119931
Long Distance,MAINMODE,21=Other (specify),51,1008524.5251616
Long Distance,MAINMODE,22=Ferryboat,5,52428.3588035
Long Distance,MAINMODE,23=Charter/tour buses,30,554612.7668439
Long Distance,MAINMODE,24=Inter-city bus service,33,669900.63075718
Long Distance,MRT_DATE,-1=Appropriate skip,3065,64648973.8598911
Long Distance,MRT_DATE,-9=Not ascertained,6816,119894906.75583
Long Distance,MRT_DATE,Responses=202112-202301,7116,121017044.384341
Long Distance,MSACAT,"01=MSA of 1 million or more, with rail",3708,72883077.2777576
Long Distance,MSACAT,"02=MSA of 1 million or more, without rail",5348,94166530.4245327
Long Distance,MSACAT,03=MSA less than 1 million,7019,123936833.186853
Long Distance,MSACAT,04=Not in MSA,922,14574484.110918
Long Distance,MSASIZE,"01=In an MSA of Less than 250,000",3154,53109001.0004719
Long Distance,MSASIZE,"02=In an MSA of 250,000 - 499,999",1647,29786993.4948957
Long Distance,MSASIZE,"03=In an MSA of 500,000 - 999,999",2218,41040838.6914856
Long Distance,MSASIZE,"04=In an MSA or CMSA of 1,000,000 - 2,999,999",3864,68477466.5909874
Long Distance,MSASIZE,05=In an MSA or CMSA of 3 million or more,5192,98572141.1113026
Long Distance,MSASIZE,06=Not in MSA or CMSA,922,14574484.110918
Long Distance,NTSAWAY,-9=Not ascertained,7063,124482527.114573
Long Distance,NTSAWAY,-1=Appropriate skip,3065,64648973.8598911
Long Distance,NTSAWAY,0,3223,56313279.094887
Long Distance,NTSAWAY,1,841,14045042.0892435
Long Distance,NTSAWAY,2,872,14630789.3501143
Long Distance,NTSAWAY,3,567,9230264.37937399
Long Distance,NTSAWAY,4,365,6007284.14544428
Long Distance,NTSAWAY,5,199,2759241.22015503
Long Distance,NTSAWAY,6,135,2138504.86387918
Long Distance,NTSAWAY,7,197,3371241.2068841
Long Distance,NTSAWAY,8,103,1262474.90970953
Long Distance,NTSAWAY,9,82,1733362.9565028
Long Distance,NTSAWAY,10,61,911510.5990903
Long Distance,NTSAWAY,11,40,738337.87895204
Long Distance,NTSAWAY,12,25,354735.425115
Long Distance,NTSAWAY,13,14,171244.90333559999
Long Distance,NTSAWAY,14,23,641200.72443883
Long Distance,NTSAWAY,15,16,220865.39138185
Long Distance,NTSAWAY,16,12,64568.9440077
Long Distance,NTSAWAY,17,7,62607.5140155
Long Distance,NTSAWAY,18,5,70165.633815
Long Distance,NTSAWAY,19,5,88505.8346145
Long Distance,NTSAWAY,20,6,134876.2899958
Long Distance,NTSAWAY,21,12,442541.2274878
Long Distance,NTSAWAY,22,8,372304.5856845
Long Distance,NTSAWAY,23,5,26981.7102731
Long Distance,NTSAWAY,24,7,168431.3297309
Long Distance,NTSAWAY,25,1,21047.973769
Long Distance,NTSAWAY,26,7,75381.5675566
Long Distance,NTSAWAY,27,6,69953.0341915
Long Distance,NTSAWAY,28,8,72474.2186318
Long Distance,NTSAWAY,29,8,109171.2819001
Long Distance,NTSAWAY,30,5,101248.8641947
Long Distance,NTSAWAY,31,4,19784.8772209
Long Distance,NUMADLT,1,2918,50335502.3144108
Long Distance,NUMADLT,2,10526,171330353.705551
Long Distance,NUMADLT,3,2358,53315088.3248728
Long Distance,NUMADLT,4,895,22562579.3524798
Long Distance,NUMADLT,5,196,5186376.3861906
Long Distance,NUMADLT,6,56,2160736.9987378
Long Distance,NUMADLT,7,40,622999.4290687
Long Distance,NUMADLT,8,8,47288.4887499
Long Distance,ONTP_P1,-1=Valid skip,3065,64648973.8598911
Long Distance,ONTP_P1,-9=Not ascertained,735,14498249.5511568
Long Distance,ONTP_P1,01=On trip,11779,200222219.467886
Long Distance,ONTP_P1,02=Not on trip,1418,26191482.1211266
Long Distance,ONTP_P10,-1=Valid skip,3620,75254533.4024776
Long Distance,ONTP_P10,-9=Not ascertained,13369,230243197.161451
Long Distance,ONTP_P10,02=Not on trip,8,63194.4361321
Long Distance,ONTP_P2,-1=Valid skip,3210,67312383.3841943
Long Distance,ONTP_P2,-9=Not ascertained,2709,46737522.1695323
Long Distance,ONTP_P2,01=On trip,9111,151657032.227944
Long Distance,ONTP_P2,02=Not on trip,1967,39853987.2183906
Long Distance,ONTP_P3,-1=Valid skip,3418,69996393.148457
Long Distance,ONTP_P3,-9=Not ascertained,7761,109700237.787923
Long Distance,ONTP_P3,01=On trip,3967,84538977.1471221
Long Distance,ONTP_P3,02=Not on trip,1851,41325316.9165587
Long Distance,ONTP_P4,-1=Valid skip,3507,72002571.3490185
Long Distance,ONTP_P4,-9=Not ascertained,9626,147249176.793431
Long Distance,ONTP_P4,01=On trip,2776,60932689.5082952
Long Distance,ONTP_P4,02=Not on trip,1088,25376487.3493166
Long Distance,ONTP_P5,-1=Valid skip,3573,73712412.1611749
Long Distance,ONTP_P5,-9=Not ascertained,11685,189997307.902752
Long Distance,ONTP_P5,01=On trip,1265,28837365.5816137
Long Distance,ONTP_P5,02=Not on trip,474,13013839.3545205
Long Distance,ONTP_P6,-1=Valid skip,3610,74941587.3568848
Long Distance,ONTP_P6,-9=Not ascertained,12723,214632101.28639
Long Distance,ONTP_P6,01=On trip,422,9316861.55798903
Long Distance,ONTP_P6,02=Not on trip,242,6670374.7987979
Long Distance,ONTP_P7,-1=Valid skip,3618,75192256.8853257
Long Distance,ONTP_P7,-9=Not ascertained,13137,222843916.071052
Long Distance,ONTP_P7,01=On trip,127,3950347.3301588
Long Distance,ONTP_P7,02=Not on trip,115,3574404.7135244
Long Distance,ONTP_P8,-1=Valid skip,3620,75254533.4024776
Long Distance,ONTP_P8,-9=Not ascertained,13261,226682182.130435
Long Distance,ONTP_P8,01=On trip,69,1672480.8107617
Long Distance,ONTP_P8,02=Not on trip,47,1951728.6563866
Long Distance,ONTP_P9,-1=Valid skip,3620,75254533.4024776
Long Distance,ONTP_P9,-9=Not ascertained,13332,229435516.36007
Long Distance,ONTP_P9,01=On trip,22,413062.3480257
Long Distance,ONTP_P9,02=Not on trip,23,457812.8894869
Long Distance,PERSONID,01,7852,137629125.173316
Long Distance,PERSONID,02,5554,87542459.5951971
Long Distance,PERSONID,03,1986,44286567.7583203
Long Distance,PERSONID,04,1041,22966179.3048486
Long Distance,PERSONID,05,384,9199927.24768432
Long Distance,PERSONID,06,120,2498081.19797937
Long Distance,PERSONID,07,44,1141112.9551096
Long Distance,PERSONID,08,12,259117.6074
Long Distance,PERSONID,09,3,26480.0495296
Long Distance,PERSONID,10,1,11874.110677
Long Distance,PROXY,01=Self,11568,203513392.281939
Long Distance,PROXY,02=Someone else,5429,102047532.718123
Long Distance,RAIL,01=Yes,3845,75551007.6004449
Long Distance,RAIL,02=No,13152,230009917.399616
Long Distance,R_AGE,Responses=5-92,16997,305560925.000061
Long Distance,R_HISP,01=Hispanic,1722,56715891.263312
Long Distance,R_HISP,02=Not Hispanic,15275,248845033.736749
Long Distance,R_RACE,-9=Not ascertained,2,23871.2100824
Long Distance,R_RACE,01=White,14053,218057853.779033
Long Distance,R_RACE,02=Black or African American,1282,37907512.2723381
Long Distance,R_RACE,03=Asian,935,17369165.3789778
Long Distance,R_RACE,04=American Indian/Alaska Native,124,3564969.466328
Long Distance,R_RACE,05=Native Hawaiian/Pacific Islander,67,1382010.75880959
Long Distance,R_RACE,06=Multiple races selected,70,12995066.0100723
Long Distance,R_RACE,97=Other race,464,14260476.1244195
Long Distance,R_SEX,-7=Refuse,228,4179855.30966133
Long Distance,R_SEX,-8=Don't know,8,232338.3893851
Long Distance,R_SEX,-9=Not ascertained,1,12070.276926
Long Distance,R_SEX,01=Male,8154,148289961.587196
Long Distance,R_SEX,02=Female,8606,152846699.436893
Long Distance,R_SEX_IMP,01=Male,8250,150091842.331825
Long Distance,R_SEX_IMP,02=Female,8747,155469082.668236
